kontras_glcm,korelasi_glcm,energi_glcm,homogenitas_glcm,entropi_glcm,variance_glcm,skewness_glcm,std_dev_glcm,mean_glcm,mean_lbp,std_dev_lbp,energi_lbp,entropi_lbp,variance_lbp,skewness_lbp,kontras_lbp,korelasi_lbp,homogenitas_lbp,usia_simpan,kelas_kualitas,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.246208459,0.841617867,0.514408739,0.570856563,0.388461646,0.541837465,0.418634697,0.639104357,0.325265089,0.54469209,0.542306394,0.323703939,0.694239564,0.524259066,0.488710354,0.524259066,0.832598554,0.374978917,0 minggu,Berkualitas,0_18.JPG,,,,,,,t-Test: Paired Two Sample for Means Homogenitas LBP (0-2 Minggu vs 3 Minggu),,,,,,,,,t-Test: Paired Two Sample for Means Standar Deviasi GLCM (0-2 Minggu vs 3 Minggu),,,,,,,,t-Test: Paired Two Sample for Means Kontras GLCM (0-2 Minggu vs 3 Minggu),,,,,,,,t-Test: Paired Two Sample for Means Korelasi GLCM (0-2 Minggu vs 3 Minggu),,,,,,,t-Test: Paired Two Sample for Means Energi GLCM (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Homogenitas GLCM (0-2 Minggu vs 3 Minggu),,,,,,,t-Test: Paired Two Sample for Means Entropi GLCM (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Variance GLCM (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Skewness GLCM (0-2 Minggu vs 3 Minggu),,,,,,,t-Test: Paired Two Sample for Means Mean GLCM (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Mean LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Standar Deviasi LBP (0-2 Minggu vs 3 Minggu),,,,,,,t-Test: Paired Two Sample for Means Energi LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Entropi LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Variance LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Skewness LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Kontras LBP (0-2 Minggu vs 3 Minggu),,,,,,t-Test: Paired Two Sample for Means Means Korelasi LBP (0-2 Minggu vs 3 Minggu),,
0.246176591,0.841634195,0.514233975,0.570496885,0.388461933,0.541827913,0.418585078,0.639095809,0.325211927,0.542884945,0.541519485,0.322883342,0.695110637,0.52346736,0.49058578,0.52346736,0.83159433,0.375764701,0 minggu,Berkualitas,0_aug_0_0_18.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.24582303,0.841800361,0.516552595,0.568524297,0.387608577,0.541701188,0.418424082,0.638982384,0.325255762,0.5240721,0.531308916,0.304828141,0.711923542,0.513202723,0.502376627,0.513202723,0.843787249,0.380258462,0 minggu,Berkualitas,0_aug_1_0_18.JPG,,,,,,,Homogenitas,0-2 Minggu,3 Minggu,,,,,,,Standar Deviasi,0-2 Minggu,3 Minggu,,,,,,Kontras,0-2 Minggu,3 Minggu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.640034998,0.650730824,0.158466175,0.286801007,0.782207806,0.606645037,0.63649459,0.69588986,0.279547318,0.876048376,0.848001954,0.742881676,0.273702925,0.838630042,0.128412238,0.838630042,0.602204758,0.137376522,0 minggu,Berkualitas,0_16.JPG,,,,,,,Mean,0.257701313,0.23574086,,,,,,,Mean,0.707721101,0.690420647,,,,,,Mean,0.373779523,0.241851413,,,,,,Mean,0.790082636,0.840329514,,,,,Mean,0.355218454,0.41784837,,,,Mean,0.400858255,0.416534323,,,,,Mean,0.572128125,0.483123019,,,,Mean,0.624881787,0.609976217,,,,Mean,0.52856783,0.469349804,,,,,Mean,0.482720604,0.53270445,,,,Mean,0.529812454,0.544172302,,,,Mean,0.714965578,0.747999344,,,,,Mean,0.480237665,0.512900966,,,,Mean,0.54766916,0.516564286,,,,Mean,0.701373247,0.735643519,,,,Mean,0.470224912,0.451265225,,,,Mean,0.701373247,0.735643519,,,,Mean,0.526619795,0.504078252
0.64001416,0.650748669,0.158512603,0.286410797,0.781976777,0.606659233,0.636489957,0.695902044,0.27953426,0.881608823,0.848185635,0.746482914,0.270182465,0.838823021,0.124979405,0.838823021,0.604615815,0.136209015,0 minggu,Berkualitas,0_aug_0_0_16.JPG,,,,,,,Variance,0.017172721,0.018911564,,,,,,,Variance,0.01042712,0.023009719,,,,,,Variance,0.045942755,0.022116658,,,,,,Variance,0.0153253,0.022595638,,,,,Variance,0.035610754,0.020800554,,,,Variance,0.026972267,0.021494032,,,,,Variance,0.035694976,0.018507181,,,,Variance,0.014186039,0.026237556,,,,Variance,0.015170266,0.013171387,,,,,Variance,0.029058156,0.02574147,,,,Variance,0.064183381,0.047369602,,,,Variance,0.016871363,0.018586029,,,,,Variance,0.029217717,0.036742985,,,,Variance,0.029822158,0.037792312,,,,Variance,0.017543097,0.019733758,,,,Variance,0.056895193,0.042564074,,,,Variance,0.017543097,0.019733758,,,,Variance,0.040438807,0.022834753
0.639896116,0.650769029,0.157070718,0.277530718,0.783546206,0.606579463,0.63649067,0.695833582,0.279482031,0.879338307,0.849747639,0.746132852,0.269630368,0.840464291,0.129335248,0.840464291,0.60227875,0.128434875,0 minggu,Berkualitas,0_aug_1_0_16.JPG,,,,,,,Observations,809,809,,,,,,,Observations,809,809,,,,,,Observations,809,809,,,,,,Observations,809,809,,,,,Observations,809,809,,,,Observations,809,809,,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809,,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809,,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809,,,,Observations,809,809
0.698182623,0.619544923,0.133099718,0.258889369,0.812613118,0.605272115,0.678427363,0.694711103,0.295642458,0.894814883,0.85164902,0.756648707,0.259182996,0.84246264,0.111577235,0.84246264,0.608406386,0.118314533,0 minggu,Berkualitas,0_19.JPG,,,,,,,Pearson Correlation,-0.119425991,,,,,,,,Pearson Correlation,0.145842972,,,,,,,Pearson Correlation,0.132979502,,,,,,,Pearson Correlation,0.100802974,,,,,,Pearson Correlation,0.08352155,,,,,Pearson Correlation,0.09929084,,,,,,Pearson Correlation,0.099617451,,,,,Pearson Correlation,0.153220625,,,,,Pearson Correlation,0.019592048,,,,,,Pearson Correlation,0.047455644,,,,,Pearson Correlation,-0.003729551,,,,,Pearson Correlation,-0.131761432,,,,,,Pearson Correlation,-0.162960776,,,,,Pearson Correlation,-0.157024266,,,,,Pearson Correlation,-0.131363007,,,,,Pearson Correlation,-0.032985507,,,,,Pearson Correlation,-0.131363007,,,,,Pearson Correlation,0.27140109,
0.698342605,0.619469662,0.133283646,0.25900139,0.812900702,0.605290205,0.678500684,0.694726641,0.295648987,0.89439785,0.852973541,0.757880039,0.258285227,0.84385502,0.111707527,0.84385502,0.60643055,0.119159608,0 minggu,Berkualitas,0_aug_0_0_19.JPG,,,,,,,Hypothesized Mean Difference,0,,,,,,,,Hypothesized Mean Difference,0,,,,,,,Hypothesized Mean Difference,0,,,,,,,Hypothesized Mean Difference,0,,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,,,,,Hypothesized Mean Difference,0,
0.699665291,0.618871877,0.133205549,0.261691637,0.813837079,0.605460216,0.67873928,0.694872661,0.295682563,0.883554979,0.851788103,0.75260109,0.261807826,0.842608836,0.119793573,0.842608836,0.599623327,0.115929344,0 minggu,Berkualitas,0_aug_1_0_19.JPG,,,,,,,df,808,,,,,,,,df,808,,,,,,,df,808,,,,,,,df,808,,,,,,df,808,,,,,df,808,,,,,,df,808,,,,,df,808,,,,,df,808,,,,,,df,808,,,,,df,808,,,,,df,808,,,,,,df,808,,,,,df,808,,,,,df,808,,,,,df,808,,,,,df,808,,,,,df,808,
0.285509385,0.859000686,0.376944972,0.470805392,0.556361655,0.684062029,0.531464394,0.760804779,0.497071873,0.644687457,0.684899905,0.452231782,0.576377452,0.669208241,0.369485664,0.669208241,0.722577042,0.269442196,0 minggu,Berkualitas,0_20.JPG,,,,,,,t Stat,3.10803379,,,,,,,,t Stat,2.893622557,,,,,,,t Stat,15.37288787,,,,,,,t Stat,-7.731526658,,,,,,t Stat,-7.822017865,,,,,t Stat,-2.133270016,,,,,,t Stat,11.42696696,,,,,t Stat,2.28213203,,,,,t Stat,10.10418725,,,,,,t Stat,-6.22232509,,,,,t Stat,-1.220630921,,,,,t Stat,-4.690629102,,,,,,t Stat,-3.355891545,,,,,t Stat,3.164588162,,,,,t Stat,-4.746951199,,,,,t Stat,1.682705346,,,,,t Stat,-4.746951199,,,,,t Stat,2.964367942,
0.285523072,0.858987714,0.377144224,0.47093936,0.556342374,0.684035882,0.531469116,0.760783346,0.497064411,0.643807052,0.68581616,0.453126615,0.575370534,0.670149194,0.370026532,0.670149194,0.719683215,0.267864585,0 minggu,Berkualitas,0_aug_0_0_20.JPG,,,,,,,P(T<=t) one-tail,0.000974662,,,,,,,,P(T<=t) one-tail,0.001955354,,,,,,,P(T<=t) one-tail,0,,,,,,,P(T<=t) one-tail,0,,,,,,P(T<=t) one-tail,8.11997E-15,,,,,P(T<=t) one-tail,0.016601637,,,,,,P(T<=t) one-tail,1.94415E-28,,,,,P(T<=t) one-tail,0.011370356,,,,,P(T<=t) one-tail,5.51056E-23,,,,,,P(T<=t) one-tail,3.92912E-10,,,,,P(T<=t) one-tail,0.111290942,,,,,P(T<=t) one-tail,1.59864E-06,,,,,,P(T<=t) one-tail,0.000414013,,,,,P(T<=t) one-tail,0.000805597,,,,,P(T<=t) one-tail,1.22113E-06,,,,,P(T<=t) one-tail,0.04640924,,,,,P(T<=t) one-tail,0,,,,,P(T<=t) one-tail,0.001561109,
