kontras_glcm,korelasi_glcm,energi_glcm,homogenitas_glcm,entropi_glcm,variance_glcm,skewness_glcm,std_dev_glcm,mean_glcm,mean_lbp,std_dev_lbp,energi_lbp,entropi_lbp,variance_lbp,skewness_lbp,kontras_lbp,korelasi_lbp,homogenitas_lbp,usia_simpan,kelas_kualitas,filename
0.24620845854674236,0.8416178672552582,0.5144087388471085,0.5708565628685959,0.3884616455127109,0.5418374646712169,0.4186346969120396,0.6391043572222191,0.32526508901898527,0.544692090264584,0.5423063937504248,0.32370393906495165,0.6942395637288004,0.524259065508118,0.4887103542485515,0.524259065508118,0.8325985544356113,0.374978917381376,0 minggu,Berkualitas,0_18.JPG
0.2461765908169656,0.8416341945231082,0.5142339749280936,0.5704968847001263,0.3884619333127636,0.5418279131430925,0.4185850782811211,0.6390958086102214,0.3252119266508542,0.5428849450905872,0.5415194847373848,0.32288334239428895,0.6951106371957331,0.5234673603094859,0.4905857797024,0.5234673603094859,0.8315943295483085,0.37576470144251856,0 minggu,Berkualitas,0_aug_0_0_18.JPG
0.24582303012245796,0.84180036115906,0.5165525949061132,0.5685242965597699,0.38760857687223743,0.5417011876675701,0.41842408225555233,0.6389823841632861,0.32525576228773434,0.5240721004587404,0.5313089157690604,0.3048281407784991,0.7119235422330256,0.513202722873448,0.5023766266565171,0.513202722873448,0.8437872487244081,0.3802584622298929,0 minggu,Berkualitas,0_aug_1_0_18.JPG
0.6400349981476755,0.6507308244149594,0.15846617463849696,0.2868010069544788,0.78220780643015,0.6066450371400801,0.6364945899577082,0.6958898603290423,0.27954731777199276,0.876048375886196,0.8480019537775155,0.7428816755163481,0.2737029245371206,0.8386300417052089,0.12841223832213053,0.8386300417052089,0.6022047578005552,0.13737652200821995,0 minggu,Berkualitas,0_16.JPG
0.6400141595909219,0.6507486687479641,0.1585126030071788,0.28641079666058067,0.7819767771931124,0.6066592332506584,0.6364899566416246,0.6959020435132387,0.27953426034824064,0.8816088225754121,0.8481856348838326,0.746482913758549,0.27018246499018056,0.8388230206952351,0.12497940534583898,0.8388230206952351,0.6046158148638839,0.13620901503565008,0 minggu,Berkualitas,0_aug_0_0_16.JPG
0.6398961163969576,0.6507690291505026,0.1570707184749053,0.2775307184116531,0.7835462063516464,0.6065794625753707,0.6364906697215311,0.6958335824639921,0.2794820306532342,0.8793383068439837,0.8497476391712327,0.7461328519189487,0.2696303675327899,0.8404642914443035,0.12933524793245985,0.8404642914443035,0.602278750335735,0.12843487498943565,0 minggu,Berkualitas,0_aug_1_0_16.JPG
0.6981826227374303,0.6195449233848566,0.13309971770547083,0.2588893693488698,0.8126131175120243,0.6052721151767966,0.6784273633021475,0.6947111026971334,0.29564245789213933,0.894814883462305,0.8516490198585103,0.7566487069596262,0.25918299573810005,0.8424626396135712,0.11157723500965332,0.8424626396135712,0.6084063858209365,0.11831453272413246,0 minggu,Berkualitas,0_19.JPG
0.6983426048157871,0.6194696616478198,0.13328364565987935,0.2590013898257933,0.812900702192342,0.605290205247475,0.6785006841814062,0.6947266409389732,0.2956489866040144,0.8943978499606133,0.8529735409469327,0.7578800387784981,0.258285226928961,0.8438550199071976,0.11170752664125141,0.8438550199071976,0.6064305502646596,0.1191596083089342,0 minggu,Berkualitas,0_aug_0_0_19.JPG
0.6996652914361242,0.6188718765486093,0.1332055488214878,0.2616916368732618,0.813837078721613,0.6054602156002897,0.6787392796601174,0.6948726606778786,0.29568256283651895,0.8835549789166408,0.8517881026904995,0.7526010896384574,0.2618078262855243,0.8426088360900268,0.11979357262778262,0.8426088360900268,0.5996233266986666,0.11592934367601208,0 minggu,Berkualitas,0_aug_1_0_19.JPG
0.28550938513372615,0.8590006863695295,0.37694497227943186,0.47080539155510165,0.5563616549201081,0.6840620289706107,0.5314643943063774,0.7608047785397443,0.4970718727236947,0.6446874565590106,0.6848999048129949,0.45223178182349955,0.5763774518560011,0.669208241282991,0.36948566369542846,0.669208241282991,0.7225770422354658,0.2694421957123409,0 minggu,Berkualitas,0_20.JPG
0.2855230722717606,0.8589877142241368,0.377144223550557,0.47093936004848197,0.5563423739558888,0.6840358817506639,0.5314691157010074,0.7607833456504489,0.497064411338693,0.6438070524998831,0.6858161601062019,0.45312661484260436,0.5753705335563789,0.6701491939770153,0.37002653245688016,0.6701491939770153,0.7196832149422937,0.26786458470874686,0 minggu,Berkualitas,0_aug_0_0_20.JPG
0.2854940930817385,0.8590207594065997,0.3763600196264388,0.4743512463615332,0.5565118141652646,0.6841093547567724,0.5313861957202686,0.7608435707027961,0.4970905261861959,0.6573838098327217,0.6842461861140363,0.4565610124064478,0.5751936535053414,0.6685369764061273,0.3669736741395267,0.6685369764061273,0.7331602185536256,0.26177220784264005,0 minggu,Berkualitas,0_aug_1_0_20.JPG
0.22164270145663242,0.8720005161091335,0.37308081541995675,0.3878198177889098,0.4981256691704274,0.6040461035386392,0.44616611884871893,0.6936576272811046,0.43951568149958764,0.5987210972614805,0.7505041140141548,0.5107785761455259,0.514394930148995,0.7368893595644509,0.3749129574666286,0.7368893595644509,0.5589484730194666,0.24272532841535346,2 minggu,Berkualitas,2_32.JPG
0.2216718335266799,0.8719869305027517,0.3727685790478736,0.3874034966152498,0.4981009096094635,0.6040567545815704,0.4461932932672201,0.6936667828708667,0.43947930724770917,0.5998795236550677,0.7507380114522081,0.5119660301109092,0.5131890074640226,0.7371317814526409,0.3742808938360344,0.7371317814526409,0.558714975097999,0.2426876936302209,2 minggu,Berkualitas,2_aug_0_2_32.JPG
0.22156955229490813,0.8720524272714956,0.3746064288859918,0.39623514178573194,0.4976583382254078,0.6040905398916842,0.4461037100213037,0.6936958241730623,0.43949702803708646,0.6172559195588716,0.7421115558141929,0.5109053392424204,0.5154947771164015,0.7281961965506991,0.3612757338397899,0.7281961965506991,0.5845820087950051,0.25883976770736883,2 minggu,Berkualitas,2_aug_1_2_32.JPG
0.21356910485993003,0.8923429734011276,0.38279258103632974,0.37527900069942133,0.5089001271780308,0.6780264368931476,0.4738187310770964,0.7558489475598524,0.6292484426690479,0.536027060840554,0.7183196895506329,0.46201872721638654,0.5624897139714913,0.7036078287017741,0.4400177912254933,0.7036078287017741,0.5484234635206602,0.26638866353206087,2 minggu,Berkualitas,2_36.JPG
